Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
392877,B003VXL0V6,AIVJ4ZDNGL1O1,Gloria,0,0,5,1338940800,Wolfgang Puck Breakfast in Bed coffee,"Wake up to a cup of Wolfgang Puck Coffe Breakfast in Bed (medium Roast) K-cup for Keurig. is a great way to start your day, or just sit down and relax. Try it and you will be buying more.<br /><br />Shop Amazon for Wolfgang Puck Coffee, Breakfast in Bed"
301303,B003Z6ZGZK,A3TD1O4EC26NT2,swootchie,1,2,5,1334102400,wow are these handy!,When I need a cup of coffee (but not the caffeine) - its normally in the afternoon and these instants by Starbucks (VIA) really do the trick.  They are fast and taste fresh every cup.
156843,B0044ZC2D0,A3G9ZR6WD5PFTR,K. Tulley,1,1,5,1316908800,coffee lover,I received this coffee as a bunco prize. I LOVE coffee but tend to dislike flavored coffee due to the strange aftertaste so many leave behind. This coffee had GREAT flavor and NO aftertaste. I definitely recommend it. I'm searching for more now....
227094,B002YPBQW0,A26Y776G7VVBCQ,JPM,21,21,5,1249776000,Save Money & Get great Coffee,"This coffee is exactly what you would get at a coffee shop. Sweet and aromatic, not bitter or too bold. I like the pack of 50 and it comes in one box, so there is no waste of packaging or more trash to throw away. If they only made a box of with 100... We love the K-Cups and get great consistent coffee every day without wasting half a pot. My favs are Timothy's German Chocolate (desert coffee!), Donut Shop (mid Morning) and Emeril's Big Bold Easy (first thing in the morning!)."
246326,B004MXSHA6,A3U0YIPTZX8DZ4,vee,0,0,4,1339977600,Re-Rating,"Okay, I jumped the gun, because they were sending me the review information, before I received my chips, so I thought I would be honest, and indicate that I have not received them, and I wasn't happy about not receiving them. However overall, the service is not bad, and my chips are on the way.Sorry guys, they really are not bad people, I am just an impatient buyer... there, is that better?"
545449,B0008G2EPK,A1JOE9Z5HYOETX,Gary E. Gerlitz,1,4,1,1269907200,Wrong size pods,"I ordered the wrong size pods. I need pods that will fit my Breville. I need to exchange the pods I received. I have emailed 3 requests to the Seller to no avail. Please give me the return info to return them to you. I am very dissatisfied with this order.<br />Please respond,<br />Gary Gerlitz"
6720,B001LG945O,AQ3IN3MRXQ5KH,IlPrimitivo,11,14,2,1246060800,Switch?  Ummm ... no.,"I was looking forward to tasting the Switch Orange Tangerine drink since orange and tangerine flavors are two of my favorite but I was disappointed in the result.<br /><br />It was tangy. It tasted of ascorbic acid. It smelled of orange candy. It reminded me of breakfast. It reminded me of, yes, powdered Tang mixed with carbonated water followed by a strong unpleasant artificial aftertaste.  I found the the drink to be, simply, not very good.<br /><br />I tried to like the beverage and I did appreciate the concept but considering the unusual flavors, high calorie count of 140 cals/8.5 oz, and cost of almost a dollar/serving -- I cannot recommend Switch."
268823,B004SRFYMK,A15UNS1XU79HU6,"mluna ""milkymilk""",0,0,5,1290902400,In love with coconut water!,"I am in love with coconut water, especially now that I am trying the flavored Zico. Passion fruit is nice and clean, mango was delicious. This is my after hot yoga treat. I like buying the 12 pack from Amazon it makes it very convenient. I have only tried Coco Vita once before, but didn't care for it much. I love the clean taste of Zico"
384084,B004GCB4J4,AQ5WRR4MS98YZ,"Juanicki C. Mcandrews ""Juanicki""",0,0,5,1349222400,Kosher is Good,"I no longer use regular table salt.  I buy kosher.  I buy either Morton or Diamond Crystal.  I do not worry about not having enough iodine intake since we use very little salt, anyway.  We eat iodine-rich foods.  I also do not worry about the difference between regular versus kosher in recipes.  I use kosher, and if it is not salty enough, I season to taste."
65064,B002C37TM0,AL14H3GPFWQ0Z,Matt,0,0,4,1330819200,"Great tasting, SUPER EXPENSIVE","I have really enjoyed drinking Oolong Tea, but I found this Tea at my local Chinese Market for half the price. Everyone I have ever shared this Tea with has fallen in love with it as well."
217936,B000GZSDSA,AJGYH6E293OIG,Marietta,6,19,3,1202515200,Questions,"I really want to try this product after reading all the wonderful reviews, but the fact that they are made in China really concerns me."
350362,B000JZEABG,A1KVYSSHQ4L2KP,Grad67,1,4,5,1202860800,Well received,"I ordered them as a gift for a gummy bear lover, they were well received and I have had no complaints from receiver, I didn't eat any.  Fast shipping from supplier."
420580,B008JKSJJ2,A27PFOZAKVK484,Luna Moth Wilkins,2,4,5,1299456000,The Best KIND Bar...NetRush Not The Best Seller Though,"We love these bars...they make a great snack for my preschool daughter who has multiple food allergies.  No soy, hooray!  I have been buying them for about a year and a half.<br />This box we got from NetRush, though, tastes ""off"" and ""old""...perhaps they were not properly stored.  I will not buy from this seller again, although Cranberry KIND bars will remain a staple in our pantry!"
339373,B005A1LJ04,A2B8GXSCB1R05T,Zack Davisson,1,2,1,1318377600,No mas,"I love margaritas.  They are a very simple cocktail with a perfect balance of three ingredients; tequila, triple sec, and fresh-squeezed lime juice. And maybe salt. The ""fresh-squeezed lime juice"" is essential. Anyone who makes margaritas out of a ""margarita mix"" is missing the whole point of the drink.<br /><br />Considering my distain for margarita mix, I knew I wasn't going to like this ""Crystal Light Mocktails Margarita"" but curiosity compelled me to give it a try.  How close to an actual margarita could they come?<br /><br />No surprises.  It is pretty nasty.  It tastes nothing like a real margarita, which isn't surprising as two-thirds of a margarita's flavor is alcohol-derived.  This doesn't even taste like anything resembling real fruit.  Everything about the flavor screams that this was conceived in a laboratory and not grown on a tree.  Bleah.<br /><br />This is a drink for people who like ""Crystal Light Lemonade,"" ""Kool Aid,"" and ""Sunny Delight.""  This is a drink for people who have become so conditioned to artificial flavorings that they don't know the taste of real fruit juice.  As for me, I will continue to make my lemonade out of squeezed lemons, my orange juice out of squeezed oranges, and my margaritas out of tequila, triple sec, and fresh-squeezed lime juice."
136071,B005SPQENY,A1ALOTXWL76OY7,Maria Waltner,0,0,2,1337817600,Pulpy bits,"I had a hard time even trying this product because of the odd see-through, jelly-fish like, pulpy bits floating around in the tea.  The passion fruit was strong and sugary and there was the typical green tea aftertaste but I just couldn't finish the bottle.  It was too gross having the aloe pulp in my mouth."
475786,B001CHJ09C,A2EI547M0OEZSE,Dorothy,0,0,5,1337817600,My new favorite coffee,This coffee is delish!!!  It is a very smooth blend with no bitter after taste. This coffee is my new favorite coffee!!! I will be buying this blend again for sure!<br /><br />Thank you Green Mountain......keep up the good work!
129165,B001ET5Y1G,A3T3S48UAVTUE9,"JanFla ""Martial Artist""",2,2,5,1181865600,Yummy treats,Both of my dogs love these treats.  I am so glad I can give them something good for them that they beg to have!  And no worries about what might have been put in them from another country.
355527,B002QWP8H0,A2ZNIKXT764IV4,"Sue ""suezieqt""",1,1,5,1262131200,Expensive treats but my dogs LOVE them!,"I have two Airedales.  They aren't fussy eaters - or snackers - but each gets a Greenie at bedtime.  We let them out in the yard for a bit before they go to bed and all I have to do is say ""Time for your Greenies!"" to make them race for the house and dance around until they get that bedtime snack.  It's their special treat and I love the fact that they actually have to chew them moderately slowly instead of just inhaling them!  The only drawback is that they're expensive."
237867,B0019L8HWC,A3O0G8JWR6HR0X,"S. Chen ""Monk""",1,1,5,1332115200,Makes very good soy milk,This product makes very good soy milk. Result is always perfect out of the soy making machine. As good or better than the one sold in the store or restaurant.
201974,B004QWSW2Q,A1WQ3UGXPT15VI,"JavaJewel ""It's all  water under the bridge...""",0,0,3,1333756800,VERY spicy!,"These are quite yummy, but I was surprised at just how spicy they were! These are definitely one of the hotter chips out there! If you like hot & salty chips, these are the chips for you!"
491107,B00196498I,A1SRDFAM9KVR3C,Hemp Hearts,1,1,4,1318464000,Shelled Hemp Heart,We like it the price is great but there are alot of shells and the closer you get to the bottom the more there are. For the price we decided we could pick them out. What a pain. But price makes it worth it.
326485,B002AQ0OW6,A2B2P75F15UMOL,llaforge,0,0,2,1321056000,Dissapointing K-cups,"I have purchased quite a few k-cups through amazon with success, but this last shipment was very different. Instead of being in the original Timothy's boxes, the k-cups were loose in the box (mostly likely because it has changed to 50 instead of 48). I wonder if these aren't rejected cups. Since using this shipment many of the k-cups have been defective and, as other posts have mentioned, the grounds end up everywhere. I have used this on several different machines and get the same result. The price is great, but the quality has gone down. Not sure I will purchase these through amazon again."
330701,B000E1VF86,A35EFSNM9CHZ4K,J. D. Morris,0,0,5,1247356800,Superior taste,"I tried the white cheddar and lemon-herb varieties.  The white cheddar was OK.  A bit bland, but acceptable.  The lemon-herb chips were surprisingly good.  Almost too good.  It's easier to stop after 1 bag with the white cheddar.<br /><br />The good news is that, unlike many soy-content chips, these have a very nice (not at all mealy) texture.  Nor are there any red-flag ingredients to worry about.  The bad news is that they are higher carb than I had hoped.  Here's the breakdown for a bag of these lemon-herb chips...<br /><br />calories - 110 (30% from fat)<br />fat - 3.5g<br />carbs - 14g<br />protein - 10g<br /><br />If you're on a low carb diet, these probably won't fit.  The cheddar chips might (10g carbs)."
538593,B0048KH218,A2U8QA856AC193,Judy L.,0,0,5,1337472000,"Very clean, high quality quinoa","I did have a subscription for Roland white quinoa, but the price increased with every shipment. So I started looking for another source and found the Alter Eco Fair Trade Pearl Quinoa. I was a little hesitant to try it because I had been happy with the cleanliness of the Roland quinoa and I wasn't sure what pearl quinoa was. Upon receiving it, I was very pleasantly surprised. First of all, pearl quinoa is actually white quinoa. It is very clean so I don't really have to rinse it, and the individual grains are much larger than the Roland quinoa. Best of all, it isn't full of static electricity. We store our grains in 5 gallon plastic containers, and when we poured the bag of Roland quinoa into the bucket, it literally jumped out, stuck to the bag, and some flew out onto the floor. Once in the bucket, the grain that didn't jump out stuck to the sides of the bucket. It was truly a challenge to get it into the bucket without making a big mess. It was so nice when this quinoa just poured into the bucket like any other grain - no muss, no fuss. Hopefully, the price of this one doesn't start to skyrocket. I love this quinoa!!<br /><br />Update!! 6/16/2012<br />Well, the price of this quinoa went from a subscription price of a bit over $68 to $118. So I am off to find another source. The increased price is much more than I am willing to spend."
496088,B008JKU2CO,A2BSXVEL89ZWR8,J,0,0,5,1341446400,Yummy,"We love peanut butter and chocolate combination. This Kind bar flavor is really good, healthy and filling. I keep a Kind bar in my desk drawer for the afternoon cravings."
255163,B0029NVJX8,ATL2EJGS0OD8S,"Octoberflybaby ""body-n-soul""",0,0,4,1325030400,My cat loves these!,"I was happy to find these on Amazon, it's my cat's preferred treat! I give them to her while I'm eating dinner, it's like her dessert for her own meal.<br />Update 6/4/12:  My cat still loves these treats, but they're more expensive at Amazon (even with a subscription!) than at my grocery store, so I'll continue to buy them, but not here, sorry!"
348740,B004GWSWCQ,A3A8HJBQBP1ANB,Lee,9,13,1,1326412800,Horrible Product and Company,I ordered this product for our vacation home in Colorado. We arrived in Colorado December 16th and this coffee maker stoped working January 3rd. It is now January 13th and I have yet to talk to someone from the company after being put on hold for over 40 minutes 4 different times. I love the concept of the K-Cup but they need to fix the water pump on this machine and fix the way they handle customer service and returns.
16884,B001LGGH40,AVJJ2D4G5I0Z4,"Michael A. Behr ""mabehr""",1,1,4,1235606400,Refreshing taste,"I actually liked this drink a lot.  It tasted like...  hmm.  I have no idea how to describe its taste.  Sort of like a fruit juice spritzer maybe?<br /><br />It didn't have much of a smell, but there was a distinct strawberry flavor.  It wasn't too sweet, and there was a little tartness to it (the kiwi?).<br /><br />The carbonation was pretty mild, so I didn't feel as bloated as I do when I drink a soft drink.<br /><br />It has about the same number of calories as the equivalent orange juice, and a lot of vitamin C...  but I'm not going to swap it for my morning OJ.  Nor am I a really big soft-drink fan, but if it's a choice between Sprite or Switch?  The cost is similar.  I think I might Switch!"
521641,B000LKU3DI,A3O8Q6J5O5RB6Q,GG Spencer,2,2,5,1204329600,Awesome veggie snacki,"I absolutely love this stuff -- the mesquite lime flavor is sweet, spicy and tangy, and the consistency of the jerky is chewy yet moist. At 74 calories and 10 grams of cholesterol-free meatless protein, you can't beat it as a snack."
497483,B000HDK0D2,A8LRMP6KVBDAP,Blackcat,0,0,4,1314835200,Yum,For myself when I got these I was looking for a better candy that didn't have all that chemical junk in them. And I found them in this candy. I have read other reviews about how it does taste any different then other candy or it taste organic. My opinion is some does taste just like regular candy and some taste organic. So your probably thinking so what so great for me this candy doesnt leave this gross ofter taste and film that regular candy does and doesnt mess with my stomach.
86932,B002ESXPMQ,A2EDTVVR9IFNLW,John Douglass Hibbard,0,0,4,1254787200,My daily coffee,"I suppose that every coffee lover has their own favorite brands, roasts, and blends.  Well, Cameron's has become mine.  The Gold Cup is an excellent roast of coffee.  We're not talking about any fancy flavors or tastes, but just a good, straight up coffee.  I also mix about 50/50 of this with some of Cameron's flavored blends when the flavors seem too strong.  If you want something that's a good coffee but won't totally break your budget, give this a sip!"
567565,B001BKLHMI,A2YW72WK6I97UP,Kathleen E. Shelby,2,2,5,1303862400,Almost like a cinnamon roll,These Kashi bars are wonderful.  Heat them a little and they are almost like a cinnamon roll.  You will love them.
5987,B001YXQ2V8,A38VR0O9QKLIT6,"Leslie A. Roberts ""LAR""",1,2,5,1309824000,It's all about the convenience...,We live an hour away from any stores that would carry this product so it's easier and cheaper than making the trip.
293459,B008MUOR9K,A1VYFEJM12ZP11,Jana Taylor,1,1,4,1268870400,"Wow, that's hot.","I would like to start off by saying I'm no expert on food - especially sushi.  But I know I like sushi so much so that I learned to make it at home rather than go out to an expensive restaurant to get it.  So I bought some wasabi because you can't really have sushi without it in my opinion.<br /><br />Some reviewers don't like this because they claim it isn't real wasabi.  That may be true - I don't know quite honestly.  I just know that although the texture was a little creamier than what I got in a restaurant, it still did the trick.  It was very hot and I really liked it.  But use VERY sparingly.  I made the mistake of putting too much on, I thought it wouldn't pack a punch and wow was I wrong.<br /><br />This tube will last me quite awhile.  I have made three batches of sushi and I haven't hardly put a dent in the bottle yet."
441865,B004E4HUMY,A3QUDXLOJTKEP9,"C. BLANCHARD ""Desert Book Reader""",0,0,4,1319932800,You ought to try this - it's good.,"I bought a few of these Mio ""water enhancers"" to try. They are small bottles of artificially sweetened concentrate that you squirt into a water bottle or add to a glass of water. It only takes about a half teaspoon to flavor a glass of water so each bottle will make about 20 - 24 servings. I got a couple of the fruity ones as well as the Sweet Tea flavor. The fruity ones taste too artificial and chemical-y to me but I found the Sweet Tea flavor to be really good. To each his/her own - I like it, my wife doesn't. These are perfect to keep in your desk drawer at the office or to take traveling. Give the Sweet Tea flavor a try, skip the fruity ones. I don't think you'll be disappointed."
167922,B001AHL6CI,AJ9AE2BVND0GS,R. Phillips,0,0,5,1220313600,Very Tasty...Great for someone with a lot of sensitivites,"If you're like me and have a lot of allergies to different foods and preservatives, this is a great find.  I pulled the chips out and thought they were going to be just a bland chip, but they are very tasty...not too spicy or too strongly flavored either - just right.  I like the thin texture too and at less than a buck a bag, not too pricey as products like these tend to be."
59836,B0001VWBJQ,A3U4ICPTPFQ75P,"V. T. Slagle ""wildmustang1262""",1,1,4,1280102400,Spice,It was good but we have to be careful with the shells while cooking with rices or others. Do not eat the shells. Just take it out before serve. Thank you very much
210912,B000CR41D8,A9PKYI8B9V9VB,"V. Vanderbent ""always curious""",0,0,5,1228089600,Best tasting pretzel snack,"I love the shape and taste of mini pretzels like these but don't like the flavor of wheat - so this is the perfect solution. Light on salt, baked just to perfection, with the slightly nutty taste of spelt. They don't overpower anything else I'm eating or drinking, very well balanced. Thanks Newmans' Own, another winner!"
25208,B000FZRYPO,A1K8N3VFZZJP2O,"doobie ""pat""",1,1,5,1223942400,egg fettuccine,"all carba-nada products good, but this is the best. low carb, sugar free, and low fat. best tasting on the market. tip-just be sure you don't overcook. it only takes 4 to 5 min. i buy this over and over"
140994,B004DBS2TI,A1CT750EHAKEN4,LUCY MONTEMARANO,0,0,5,1350432000,BEST K CUP,"SO FAR, This is the BEST K CUP coffee that I have found. It is not too bitter & not weak. To me, IT MAKES THE PERFECT CUP OF COFFEE."
496855,B005HG9ET0,A2X3L31KCXBHCL,"Working Mom ""Working Mom""",0,0,5,1344988800,Thrist Quenching,"I am in love with Essentia! This water tastes very smooth, and keeps me hydrated for a very long time. Living in a hot and humid environment, I need all the hydration I can get, and Essentia didn't let me down. I felt the effects within an hour-hydration anyway. I don't have any real health problems, and the idea that just water can cure health problems seems a bit much, and none of these claims have been proven. However, for a bottled water, I very much enjoyed this.<br /><br />While I should say the texture is smooth, and not thick, there is no odd aftertaste that most bottled waters give you. It tastes as I imagine pure drinking water should. This leaves behind no odd coating of the tongue that annoys me in most bottled waters, and it goes down very well. My mouth even feels more refreshed after drinking it!<br /><br />The price isn't too bad for what you get either. The bottles are insanely huge for a typical bottled water.<br /><br />I plan on buying more of this water, as it was even better, to me, than Smart Water, and I used to swear by them!"
510106,B001EQ524S,A2OAA8JFF4WI,ScarGo,0,0,3,1344643200,Not Pea-nutty enough.,"My Yorkie takes them from my hand, but then he just drops them.  It's like he thinks it's a piece of cardboard meant to be shredded and then spit out.<br />I am disappointed."
551575,B000N351WQ,A257V776I3OBUM,SR,3,6,3,1241568000,Didn't work for my baby...,"For some reason, the formula in the 2 ounce, as well as the 8 ounce bottles of Similac Advance Ready to Feed, is not the same as the 32 ounce.  Both the 2 ounce and the 8 ounce made my baby projectile vomit almost every time.  Only the formula in the 32 ounce bottles, which is visibly lighter in color and smells much better than the formula in the other bottles, works for her.  Perhaps the processing is different or the 32-ounce bottle in which it is stored keeps the formula fresher during shipping and prior to sale, but all I know is that after several purchases of the 2 and 8 ounce bottles from different sources with same bad results, I know now that I can only use the 32 ounce bottles of formula.  Otherwise, Similac Advance Ready to Feed has been wonderful.  My baby loves it and she has been healthy and staying at the top of her growth curve.  Also, we tried the Early Shield but it gives her painful gas cramps.  Regular Similac Advance has worked best for her."
481672,B0004LYXTY,A1WAVG2NLS7Q8M,"Michael J. Flaim ""Joe College""",0,5,1,1171152000,Don't Bother,"This is something you can pick up at wal-mart for 98 cents (I have, unfortunately). It's hotter than most generic hot sauces, but the taste is terrible. It smells like olives (somehow), and gets in the way of the flavor of the food you're putting it on."
376203,B009AFH6Y4,A3P4KAHW5NT0JV,Donna M. Hardy,7,8,1,1322524800,Don't Buy,"No expiration date on bottle.  Oil hard, had to be warmed up to get anything out of the bottle and when I did, it smelled really bad and rancid.  Awful experience."
20282,B001BDDTB2,AU69ERKOK9ZSJ,Nicholas Dujmovic,0,0,4,1229040000,the kitty she is purring,"I haven't tried this product myself, although it does smell yummy and is marketed as ""People Food for Cats.""  Our cat seems to like it better than her regular canned food, Fancy Feast.  Nutritionally it seems on a par, but at more than a buck a can I wonder whether ""people food for cats"" is really ""ploy for people who think their cats are people.""<br /><br />It is nice to know that, if we're snow bound for a few days, we can eat the cat's food."
219245,B008T43VZK,A3HFD7UF9GLF8N,"Scott Barnes ""tech junkie""",0,0,5,1350518400,Best Vanilla Ever,"There are several different brands/packages of Mexican vanilla. This is the best, richest flavor we have found. If you bake and want a distinct taste advantage, choose this particular Vanilla. We have tried many and none is as good as this one. This will become your secret ingredient."
560176,B006VRTQZG,A1WD9DNSLLB9KZ,J. Truett,0,0,3,1350345600,Is ok,"I am still a full fan of the Barista Prima Italian Roast.  I figured I'd try this brand to see how it was because it is cheaper than the other, but it looks like I'm going to have to pay what I get for...ha ha."
540686,B0050IM0J6,AGV965HI86N5W,Regis A. Urik,0,0,5,1325030400,Orangina,"We went to Germany to visit my son who is in the Army.  My daughter drank organgina the whole time we were there.  We came back home, NC and couldn't find it anywhere.  I went to Amazon and there it was.  It was pretty pricy for shipment but so worth it for the smile on my daughter's face.  It's kind of like orange juice but with fizz.  It brought back our vacation to Germany and the wonderful time we had there.  Thanks Amazon for giving me a way to make my daughter's birthday wonderful.  So simple but soooooo good."
419411,B0029ZAOW8,A1ATDRLQ2HNG8E,Luckee,1,1,5,1265587200,Amazing strength at such a small size,I had to pull an all-nighter but I hate the huge cans of energy drinks (sometimes they make me go to sleep). I saw the commercial for this product on tv and decided to try it out. The berry flavor's not too bad-it tastes like liquified smarties. I also liked the fact that it promises that you won't crash (I had several classes and work the following day) and that it's only 4 calories. The no-refrigeration is also handy when you only want to drink half of the bottle.<br /><br />I drank a whole bottle after deciding that half wouldn't give me enough juice to stay up. I did start feeling it after a couple of minutes and I actually lasted for about 8 more hours before I started feeling drowsy. There was no crash and I didn't feel any bad effects. I definitely recommend this to anyone and plan on using it again.
382889,B002T0IHPO,A3SVNVNMCJW1FN,Barbara,0,0,5,1347062400,Amazing!,"It came a day early and tasted just like the brand stuff! Now I can make it exactly how I like it, even if that means a little watered down!"
73151,B000JWZQGW,A28NTWYXPFTQTB,"Kartik Jayaraman ""DJ KJ""",0,0,5,1327622400,Light and Delicious!,"One of our coworkers brought these to our workplace and I was zapped at how light and delicious these are!<br /><br />The taste is kinda lightly sweet and salty and the cracker itself is so light. You'll be tasting a very unique product when you get this.<br /><br />I am not a big fan of filler foods but hey when you need a quick snack, this does the work without going overboard with the calories.<br /><br />Get these, you'll thank your taste buds!"
460649,B000E6727O,A2HD9TLJEEFX6Y,"Betty Boop ""Boopster""",0,0,5,1297296000,Heaven in a cup!,"New Year's resolutions often include the hope to lose weight.  Substituting this tea for late night snacking is one way to feel you are drinking a decadent cup of forbidden froth, while really sipping on very few calories.  OK, I use half and half, which DOES add some calories - but it also adds the froth!!  A little stevia powder(try the NOW brand - no additives, totally pure) to sweeten, and who needs brownies?  One caveat - if you are very sensitive to caffeine, you may want to test your evening tolerance for this tea."
280865,B000FFLHSY,A3RDMG6QT8TFFR,A. Scharfenberger,2,3,5,1344211200,Favorite new ingredient in cookies,"I could talk about all the health benefits that goji berries provide, but I would rather talk about my own experience with them since there is so much nutritional information out there. I have used these in oatmeal, cookies, trail mix, yogurt, a sauce on chicken, cake, stuffing and several other recipes. In their dried state I am not as crazy about them because you can not taste the real flavor that they are hiding. When reconstituted with liquid, they plump up like raisins do. They are soft and chewy and my favorite new ingredient in trail mix cookies. I have purchased three large pouches and have used subscribed and save. Buying that way allowed me to get twice as much for the same price as I saw in the grocery store. Great deal!"
7257,B00382UXU4,ABPB97N8UNWPZ,LeakyB,3,3,4,1336003200,Fresh,"This popcorn leaves very few old maids. It's fresh, so the kernels pop as bi as they should (unlike some other brands I've purchased). My only criticism is that there are lots of hulls. But of the three brands of popcorn I've recently bough for use in my microwave popcorn popper, it's the best."
200538,B003ZIB0E4,AS362TNVP4NGI,"A. Talbott ""pastor""",2,2,2,1316563200,"Excellent mix, rancid nuts","I loved this trail mix, but the nuts in all the bags were spoiled (I assume because of Amazon storage?).  Really disappointing because I'd love to order this product again at this price."
6652,B001LG945O,A1BXVZSQOJE6UE,Ctwink,0,0,2,1245888000,It was - Ok...,"Switch Orange/Tangerine is billed as the natural alternative to sodas and/or artificially-sweetened juice drinks.  However, I found it to be pretty ordinary.<br /><br />First the good stuff: It is 100% Orange & Tangerine juice, has no sweetners, is 100% natural, has 100% of your daily allowance of Vitamin C, and has a nice carbonation tang to it.  If you are health conscious and want to drink something like a soda w/o actually drinking a soda, this would probably be right down your alley.<br /><br />However, I found the taste to be somewhat... odd.  I could definitely taste the tangerine in it mixed with the orange, but the combination of the two or the bottling or something gives this Switch a taste akin to eating an orange that is ALMOST too ripe.  You know that kind of fermented taste of an orange that you need to eat NOW because by tomorrow you'll need to put out for the birds?  Not exactly something that I'd look forward to drinking.<br /><br />So for me, although this was somewhat good, its not exactly something I would get again.  I'm not really a health nut so if I wanted an orange soda, I'd just go out and get an Orange Crush."
306799,B000RI1W8E,A1X0KPYO7VISDV,N. Lanzalotto,0,0,4,1195689600,Closet Slim Jim Eater,"The quality of the shipment and it's contents was great and on time.  There were no problem with the order.  I can't give it an excellent rating, though, just due to the fact of its contents.  Not that I did ot know that a the time of purchase.  It a grossly proceessed food, which is probably why I like it.  I'm the only one eating them in the houe and they're just about Finished."
300774,B002R8UANK,A1E7PX99QBET2V,Just a peep,4,4,4,1300406400,Ideal for training,"Ok, I'm trying the impossible---to train a beagle mix, shelter-rescued, wheat-sensitive sweetheart.  Can beagles be trained?  Anyway, these little bites are perfect: no wheat gluten, no weird ingredients that I can't pronounce, and made in the U.S.A.  Makes me sit up and smile."
165599,B001QE7J2G,A1SPP70UMAU4BF,"Roshan Vyas ""Impulse Buyer Extraordinaire""",2,2,3,1303948800,"Makes a really gross breakfast cereal, but good for dogs","I like <a href=""http://www.amazon.com/gp/product/B0018CEABE"">Canidae Dry Dog Food, Chicken Meal and Rice Formula, 5 Pound Bag</a> more than this flavor, and I suspect my pooch does too. We have similar tastes, is what I'm trying to say. The beef and fish meal gives her the worst fish breath imaginable. I don't know if the food causes her to want to try giving me face kisses more than normal, but every time she gets near me after eating this her breath is like a shotgun of stank."
31312,B004V3INQ0,A1WPNLQF3YY2WJ,"April Sadowski ""Aibrean""",0,0,5,1341014400,16oz bare minimum for this!,"I used my 24 oz Tervis Tumbler with mine (I had to go in at an angle). My husband used a 16 oz glass. His was pretty much filled to the brim (we used the large option on our brewer, which is a 3-setting one). To get the perfect amount of sweetness, I put in one packet of sugar (I use stevia in the raw) and then ran the brew system, then added another packet on top. What is nice is you get a lot more of a beverage because it melts the majority of the ice when it brews. In the larger size, you have a bit more ice remaining to cool off the tea. I'm so glad we got these."
263866,B0002YBYEK,A1YAREUKQU7KLX,Fletch from the West,2,2,5,1325030400,Working out great - our cat loves it,"Our cat love this food and is very healthy and doing well on it.  We also give him a dry food during the day.  We add a little water to this and mix it in to help prevent urinary crystals which he hasn't had since we switched him over to this wet food.  For us, it's great to get out a can of cat food that doesn't stink you out of the kitchen.  It's real food!  Highly recommended."
297943,B001KUVTM2,A2WWHOH10OM5OJ,Michele Hipp,0,0,5,1325030400,Deeeee-licious!!  But be careful when you order them!,Some of the best truffles I've ever eaten.  I can't stop eating them!  The chocolate is rich and just the right amount of darkness and the cocoa dusting is perfectly balanced.  The truffle just melts in my mouth.  Yum!<br /><br />The only problem is that they are a winter-only item.  They do not ship well if the weather is warm.  Make sure to observe the weather before ordering - follow the standard rules for the time of year to ship chocolate or you will receive a yucky block of half-melted chocolate.
164056,B000CQE3NM,A281NPSIMI1C2R,"Rebecca of Amazon ""The Rebecca Review""",0,0,5,1329955200,Mildly Minty,"Some mint teas are overwhelming but Stash's Morocan Mint is just mildly minty. It is made with spearmint, lemongrass, peppermint and green tea. I don't really taste anything too lemony. This has a smooth, refreshing taste that you can enjoy every day or when you are tired of tea with milk. I like this tea with one packet of stevia. It would also be great with honey. If you don't think this is strong enough use two tea bags like I do.<br /><br />~The Rebecca Review"
331002,B001D0676C,A2L7E6CTRT6OA,"Vonnie Pancakes ""VonniePancakesdotcom""",3,4,1,1313280000,"I rarely complain but this tastes like Doggy Biscuits, so if you like them...","I hate giving negative reviews and sometimes people are just Fuss-buckets but I am not--so read this review knowing that I'm not big on complaining. I cook and bake A LOT. I do a lot of my own Gluten Free Recipes so I'm no novice.  I've used a Ready Made Gluten Free crust (EnerG Foods Rice Pizza Shells) here from Amazon that I pre-cooked and it's not too bad as long as you pre-cook with Olive Oil before you add the toppings and then again, after. I wanted even better--so we ordered these Bob's Red Mill Pizza Crust bags. I have made this 2x now. The first time I followed directions to the T and it turned out rubbery and gooey. The 2nd time I read EVERY review and followed the extra instructions. My Husband and I are sitting here with full bellies from this pizza--because we ate the yummy TOPPINGS, only. On an EFFORT note: It doesn't take that long--cause you let the dough rise -while you are making the chicken and onions and garlic & peppers, etc for the pizza. I even pre-seasoned the dough & forked it & oiled it and cooked it and made sure it was VERY flat. After 15 mins, I grabbed a bite of the crispy dough-before I added the toppings and it tasted like...DOG FOOD biscuits! (Now, on a side note--how could I know--you ask--well, doesn't EVERY kid taste their doggies food and you don't forget that taste) Anyway, Toppings were yummy---and I don't mind a little more effort on the crust if it taste SUPERB--but DOG FOOD PIZZA CRUST is NOT what I would recommend to ANYONE. On that note--we did feed the rest of the crust to our doggies. Bottom line--we are going back to those pre-made crusts.  The rest of the bags?  Garbage!"
